                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 5.9247,                 78.258,                 3.7411,                      0,                      0,                      0,                      0,                 6.8803,                  160.7,                 4.0131,                0.00018,                0.00018,                0.00018
                      2,                 6.2938,                 29.963,                 3.7312,                      0,                      0,                      0,                      0,                 6.6945,                 160.28,                 3.9209,              0.0001919,              0.0001919,              0.0001919
